DATAFLOW,LAST UPDATE,freq,c_birth,isced11,barrier,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Ireland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Italy,2021,23.3,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Latvia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Malta,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Netherlands,2021,2.6,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Portugal,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Females,Thousand persons,Slovenia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Switzerland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Cyprus,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Germany,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Denmark,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Greece,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Spain,2021,3.3,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Croatia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Hungary,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Ireland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Italy,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Netherlands,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 25 to 54 years,Males,Thousand persons,Portugal,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Belgium,2021,11.6,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Switzerland,2021,2.2,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Cyprus,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Germany,2021,93.6,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Greece,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Spain,2021,5.6,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,France,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Croatia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Hungary,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Ireland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Italy,2021,13.6,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Luxembourg,2021,0.7,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Malta,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Netherlands,2021,3.3,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Portugal,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Females,Thousand persons,Slovenia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Switzerland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Cyprus,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Germany,2021,51.5,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Spain,2021,7.3,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,France,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Croatia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Hungary,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Italy,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Netherlands,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Never sought work or never worked,From 55 to 74 years,Males,Thousand persons,Portugal,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Switzerland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Denmark,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Estonia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Spain,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Italy,2021,4.5,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Females,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Switzerland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Denmark,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Hungary,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Italy,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 15 to 24 years,Males,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Switzerland,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Cyprus,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Germany,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Denmark,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Greece,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Spain,2021,2.6,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,France,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Italy,2021,49.0,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Luxembourg,2021,0.6,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Netherlands,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Females,Thousand persons,Sweden,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Austria,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Switzerland,2021,5.0,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Germany,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Spain,2021,9.1,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,France,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Italy,2021,39.3,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Netherlands,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Portugal,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 25 to 54 years,Males,Thousand persons,Slovenia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Switzerland,2021,2.4,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Spain,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Italy,2021,14.0,,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Netherlands,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Norway,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Females,Thousand persons,Slovakia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Belgium,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Switzerland,2021,2.8,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Czechia,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Spain,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Italy,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,"Less than primary, primary and lower secondary education (levels 0-2)",Other,From 55 to 74 years,Males,Thousand persons,Luxembourg,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Citizenship or residence permit,From 15 to 24 years,Males,Thousand persons,France,2021,,u,
ESTAT:LFSO_21OBST01(1.0),12/12/24 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Citizenship or residence permit,From 25 to 54 years,Females,Thousand persons,Austria,2021,,u,
